Timestamp,header_stamp_sec,header_stamp_nanosec,header_frame_id,child_frame_id,pose_pose_position_x,pose_pose_position_y,pose_pose_position_z,pose_pose_orientation_x,pose_pose_orientation_y,pose_pose_orientation_z,pose_pose_orientation_w,pose_covariance,twist_twist_linear_x,twist_twist_linear_y,twist_twist_linear_z,twist_twist_angular_x,twist_twist_angular_y,twist_twist_angular_z,twist_covariance
1765492308.0832422,2,937000000,odom,base_link,-2.376419417176493e-19,7.400670147415224e-38,0.0,0.0,0.0,-1.5641869992427034e-19,1.0,<array len=36>,-1.9843286612088046e-19,0.0,0.0,0.0,0.0,3.0314001867969894e-19,<array len=36>
1765492308.104588,2,958000000,odom,base_link,-2.458392238840972e-19,7.65555095846618e-38,0.0,0.0,0.0,-1.5451461416146652e-19,1.0,<array len=36>,-3.3317034386290227e-19,0.0,0.0,0.0,0.0,3.7122164326507242e-19,<array len=36>
1765492308.1259549,2,979000000,odom,base_link,-2.5877744560629004e-19,8.057363964727677e-38,0.0,0.0,0.0,-1.5604816246205513e-19,1.0,<array len=36>,-6.770765886647615e-19,0.0,0.0,0.0,0.0,2.111893615006613e-19,<array len=36>
1765492308.1519587,3,0,odom,base_link,-2.686061521822823e-19,8.371422622160223e-38,0.0,0.0,0.0,-1.6348386853749675e-19,1.0,<array len=36>,-5.987231653412053e-19,0.0,0.0,0.0,0.0,-7.634708803507769e-20,<array len=36>
1765492308.1732776,3,21000000,odom,base_link,-2.6546793604215987e-19,8.265940100675247e-38,0.0,0.0,0.0,-1.7263868253975574e-19,1.0,<array len=36>,-4.557326666395889e-19,0.0,0.0,0.0,0.0,-2.8742629735941645e-19,<array len=36>
1765492308.1940706,3,42000000,odom,base_link,-2.6189873497454627e-19,8.142238407745067e-38,0.0,0.0,0.0,-1.7394222054421958e-19,1.0,<array len=36>,-2.3101707863711347e-19,0.0,0.0,0.0,0.0,-3.337813451418928e-19,<array len=36>
1765492308.2168705,3,63000000,odom,base_link,-2.5168786694073807e-19,7.77959974747792e-38,0.0,0.0,0.0,-1.8120746806839366e-19,1.0,<array len=36>,-5.570136244420131e-20,0.0,0.0,0.0,0.0,-5.084353125128976e-19,<array len=36>
1765492308.237424,3,84000000,odom,base_link,-2.711986478518115e-19,8.499204892002353e-38,0.0,0.0,0.0,-1.8761690026635587e-19,1.0,<array len=36>,-1.1829716424306388e-19,0.0,0.0,0.0,0.0,-6.013092915104901e-19,<array len=36>
1765492308.2601695,3,105000000,odom,base_link,-2.804868432423421e-19,8.840168363281289e-38,0.0,0.0,0.0,-1.7947644450387953e-19,1.0,<array len=36>,-1.131494386672385e-19,0.0,0.0,0.0,0.0,-3.046204945977654e-19,<array len=36>
1765492308.2809522,3,126000000,odom,base_link,-2.8140788636210393e-19,8.873117567850667e-38,0.0,0.0,0.0,-1.7826147093592423e-19,1.0,<array len=36>,-1.518090506661364e-19,0.0,0.0,0.0,0.0,-1.0710073135558756e-19,<array len=36>
1765492308.302753,3,147000000,odom,base_link,-2.953438205371196e-19,9.355846288203326e-38,0.0,0.0,0.0,-1.6812988990882917e-19,1.0,<array len=36>,-3.185246244054635e-19,0.0,0.0,0.0,0.0,1.107110597217257e-19,<array len=36>
1765492308.324331,3,168000000,odom,base_link,-3.2406701371350738e-19,1.0319506105732794e-37,0.0,0.0,0.0,-1.673689564804562e-19,1.0,<array len=36>,-6.893252073597045e-19,0.0,0.0,0.0,0.0,2.6359069691309586e-19,<array len=36>
1765492308.3450742,3,189000000,odom,base_link,-3.5330975511706715e-19,1.129204880876117e-37,0.0,0.0,0.0,-1.6520680637534233e-19,1.0,<array len=36>,-7.820105453833848e-19,0.0,0.0,0.0,0.0,4.2685893125740246e-19,<array len=36>
1765492308.3663347,3,210000000,odom,base_link,-3.5159122231284966e-19,1.1234442329977123e-37,0.0,0.0,0.0,-1.700005207275922e-19,1.0,<array len=36>,-6.771845625762598e-19,0.0,0.0,0.0,0.0,1.804937862149972e-19,<array len=36>
1765492308.3874307,3,231000000,odom,base_link,-3.548018587667348e-19,1.134287076712002e-37,0.0,0.0,0.0,-1.67715812779082e-19,1.0,<array len=36>,-6.989902133774343e-19,0.0,0.0,0.0,0.0,2.0086967917794806e-19,<array len=36>
1765492308.4087744,3,252000000,odom,base_link,-3.420114244649212e-19,1.0907602257416764e-37,0.0,0.0,0.0,-1.725920293412886e-19,1.0,<array len=36>,-4.444533707409634e-19,0.0,0.0,0.0,0.0,-8.49931320468471e-20,<array len=36>
1765492308.4300556,3,273000000,odom,base_link,-3.7579535778527886e-19,1.2104354502361767e-37,0.0,0.0,0.0,-1.8164506720894006e-19,1.0,<array len=36>,-4.926508959216283e-19,0.0,0.0,0.0,0.0,-2.719259186377855e-19,<array len=36>
1765492308.4520154,3,294000000,odom,base_link,-3.738694993923146e-19,1.2033388132184075e-37,0.0,0.0,0.0,-1.8684708380774112e-19,1.0,<array len=36>,-1.9580708833568378e-19,0.0,0.0,0.0,0.0,-4.1219576061711793e-19,<array len=36>
1765492308.4721267,3,315000000,odom,base_link,-4.0520676144203945e-19,1.3167006579026677e-37,0.0,0.0,0.0,-1.7490067993875891e-19,1.0,<array len=36>,-5.106241821827548e-19,0.0,0.0,0.0,0.0,-9.333636592698182e-20,<array len=36>
1765492308.4936552,3,336000000,odom,base_link,-4.1163439805100567e-19,1.339424051831886e-37,0.0,0.0,0.0,-1.7862574527202883e-19,1.0,<array len=36>,-5.412622788978131e-19,0.0,0.0,0.0,0.0,-2.0780823796088955e-19,<array len=36>
1765492308.515156,3,357000000,odom,base_link,-4.2487296714824066e-19,1.3862391404898523e-37,0.0,0.0,0.0,-1.7500075555383536e-19,1.0,<array len=36>,-7.891575493649411e-19,0.0,0.0,0.0,0.0,-4.5880499286603066e-20,<array len=36>
1765492308.5359328,3,378000000,odom,base_link,-4.2161400208845406e-19,1.3748938919724782e-37,0.0,0.0,0.0,-1.731235203817008e-19,1.0,<array len=36>,-4.3636804098262005e-19,0.0,0.0,0.0,0.0,1.6231517766169912e-19,<array len=36>
1765492308.5567884,3,399000000,odom,base_link,-4.391125698773499e-19,1.4356140093986258e-37,0.0,0.0,0.0,-1.738769779372481e-19,1.0,<array len=36>,-6.213625760479551e-19,0.0,0.0,0.0,0.0,2.4704963562843733e-19,<array len=36>
1765492308.5780177,3,420000000,odom,base_link,-4.331223589721823e-19,1.414471405743641e-37,0.0,0.0,0.0,-1.7907559735097063e-19,1.0,<array len=36>,-2.6586283362040636e-19,0.0,0.0,0.0,0.0,-7.952223642308248e-20,<array len=36>
1765492308.5992928,3,441000000,odom,base_link,-4.387116568379265e-19,1.4345835445498948e-37,0.0,0.0,0.0,-1.8075741368817427e-19,1.0,<array len=36>,-2.5787865511352945e-19,0.0,0.0,0.0,0.0,-4.060320792658165e-20,<array len=36>
1765492308.620581,3,462000000,odom,base_link,-4.380916976696713e-19,1.4322642813698165e-37,0.0,0.0,0.0,-1.9334193008084417e-19,1.0,<array len=36>,-1.2589267163267307e-19,0.0,0.0,0.0,0.0,-3.4935570527635487e-19,<array len=36>
1765492308.642001,3,483000000,odom,base_link,-4.455208439264423e-19,1.4620871160457134e-37,0.0,0.0,0.0,-2.080882429853572e-19,1.0,<array len=36>,-2.276842079808408e-19,0.0,0.0,0.0,0.0,-6.659947162601198e-19,<array len=36>
1765492308.6666367,3,501000000,odom,base_link,-4.907133735292648e-19,1.6503399158534532e-37,0.0,0.0,0.0,-2.084690983766157e-19,1.0,<array len=36>,-5.631703992290717e-19,0.0,0.0,0.0,0.0,-6.601065969125816e-19,<array len=36>
1765492308.687593,3,525000000,odom,base_link,-4.987972777907606e-19,1.6836416714818428e-37,0.0,0.0,0.0,-2.0348228737900817e-19,1.0,<array len=36>,-6.875858957431329e-19,0.0,0.0,0.0,0.0,-4.779717581196458e-19,<array len=36>
1765492308.7091193,3,546000000,odom,base_link,-5.1661888895592195e-19,1.7557147860961708e-37,0.0,0.0,0.0,-2.00931847495735e-19,1.0,<array len=36>,-8.040841176423447e-19,0.0,0.0,0.0,0.0,-3.9735735392008726e-19,<array len=36>
1765492308.7302427,3,567000000,odom,base_link,-5.127714242719457e-19,1.7405369006972924e-37,0.0,0.0,0.0,-1.9355872345324893e-19,1.0,<array len=36>,-7.733459698735733e-19,0.0,0.0,0.0,0.0,-1.721182182188462e-20,<array len=36>
1765492308.7510307,3,588000000,odom,base_link,-5.2004966569462785e-19,1.7681368405377292e-37,0.0,0.0,0.0,-1.856529327364382e-19,1.0,<array len=36>,-7.719087809774892e-19,0.0,0.0,0.0,0.0,4.1425681858428413e-19,<array len=36>
1765492308.772719,3,609000000,odom,base_link,-5.298220854265188e-19,1.8038292997188085e-37,0.0,0.0,0.0,-1.7958372471700753e-19,1.0,<array len=36>,-3.628402272815921e-19,0.0,0.0,0.0,0.0,5.383242339982319e-19,<array len=36>
1765492308.793953,3,630000000,odom,base_link,-5.460342110963434e-19,1.8623370177116792e-37,0.0,0.0,0.0,-1.8130490385913202e-19,1.0,<array len=36>,-4.498755552912684e-19,0.0,0.0,0.0,0.0,4.224263527595448e-19,<array len=36>
1765492308.8151503,3,651000000,odom,base_link,-5.760612834338262e-19,1.9713867323387693e-37,0.0,0.0,0.0,-1.8186641501421563e-19,1.0,<array len=36>,-5.661180426467106e-19,0.0,0.0,0.0,0.0,3.6315109488608235e-19,<array len=36>
1765492308.8363323,3,672000000,odom,base_link,-5.75859069426553e-19,1.97063925197492e-37,0.0,0.0,0.0,-1.8778174830009895e-19,1.0,<array len=36>,-6.008347157581678e-19,0.0,0.0,0.0,0.0,1.100376219647647e-19,<array len=36>
1765492308.8574767,3,693000000,odom,base_link,-5.87910379065835e-19,2.0168528484943925e-37,0.0,0.0,0.0,-1.9569189815601955e-19,1.0,<array len=36>,-6.462925082972145e-19,0.0,0.0,0.0,0.0,-1.9121838894440459e-19,<array len=36>
1765492308.8794281,3,714000000,odom,base_link,-5.850508005023078e-19,2.0056902817185758e-37,0.0,0.0,0.0,-1.946651606844207e-19,1.0,<array len=36>,-5.259877626265648e-19,0.0,0.0,0.0,0.0,-2.8726544699834456e-19,<array len=36>
1765492308.8995817,3,735000000,odom,base_link,-5.969336477204348e-19,2.0513036131722037e-37,0.0,0.0,0.0,-1.8919344337173583e-19,1.0,<array len=36>,-4.84756539277062e-19,0.0,0.0,0.0,0.0,-1.5025789547816609e-19,<array len=36>
1765492308.9210598,3,756000000,odom,base_link,-6.128235324533956e-19,2.1102509528299736e-37,0.0,0.0,0.0,-1.8178054824881771e-19,1.0,<array len=36>,-3.501166573292339e-19,0.0,0.0,0.0,0.0,1.6355574361527499e-21,<array len=36>
1765492308.9419503,3,777000000,odom,base_link,-6.5106487929636775e-19,2.250279001936945e-37,0.0,0.0,0.0,-1.8438869176764765e-19,1.0,<array len=36>,-7.162458082839449e-19,0.0,0.0,0.0,0.0,6.462964823716902e-20,<array len=36>
1765492308.963248,3,798000000,odom,base_link,-6.60670258500565e-19,2.2856276522520534e-37,0.0,0.0,0.0,-1.8362020786707046e-19,1.0,<array len=36>,-6.929512327117082e-19,0.0,0.0,0.0,0.0,2.2993695788474627e-19,<array len=36>
1765492308.984724,3,819000000,odom,base_link,-6.788360987617403e-19,2.352598739321059e-37,0.0,0.0,0.0,-1.8504474848036004e-19,1.0,<array len=36>,-8.93193316756495e-19,0.0,0.0,0.0,0.0,1.8324594674401434e-19,<array len=36>
1765492309.0055192,3,840000000,odom,base_link,-6.684234680770226e-19,2.313522770228693e-37,0.0,0.0,0.0,-1.9022995659216941e-19,1.0,<array len=36>,-6.808554319674973e-19,0.0,0.0,0.0,0.0,-1.9743108960638675e-20,<array len=36>
1765492309.0270493,3,861000000,odom,base_link,-6.756350924294507e-19,2.3409202985487666e-37,0.0,0.0,0.0,-1.8967791133288043e-19,1.0,<array len=36>,-5.98205333105279e-19,0.0,0.0,0.0,0.0,-1.5042596350595606e-19,<array len=36>
1765492309.0485067,3,882000000,odom,base_link,-6.758467116635907e-19,2.3417264604186415e-37,0.0,0.0,0.0,-1.912713313723646e-19,1.0,<array len=36>,-2.360174511164073e-19,0.0,0.0,0.0,0.0,-1.310978972327047e-19,<array len=36>
1765492309.0696244,3,903000000,odom,base_link,-6.682521943110153e-19,2.312132601629303e-37,0.0,0.0,0.0,-1.9840265863178874e-19,1.0,<array len=36>,-7.220891248047726e-20,0.0,0.0,0.0,0.0,-2.815704907565402e-19,<array len=36>
1765492309.0904822,3,924000000,odom,base_link,-6.966685935660784e-19,2.427456725913457e-37,0.0,0.0,0.0,-2.0743385587173883e-19,1.0,<array len=36>,-1.6983328385083806e-19,0.0,0.0,0.0,0.0,-4.2645918840721743e-19,<array len=36>
1765492309.112338,3,945000000,odom,base_link,-7.258631480211379e-19,2.547715003721668e-37,0.0,0.0,0.0,-2.044863808057221e-19,1.0,<array len=36>,-5.470445708963365e-19,0.0,0.0,0.0,0.0,-2.715509374010051e-19,<array len=36>
1765492309.133231,3,966000000,odom,base_link,-7.39999008690865e-19,2.6055743154112293e-37,0.0,0.0,0.0,-2.0482234854155277e-19,1.0,<array len=36>,-6.129896786801356e-19,0.0,0.0,0.0,0.0,-2.8846547064137896e-19,<array len=36>
1765492309.1548653,3,987000000,odom,base_link,-7.717652875165131e-19,2.734935949051212e-37,0.0,0.0,0.0,-2.0240707341874247e-19,1.0,<array len=36>,-9.1351024621831e-19,0.0,0.0,0.0,0.0,-2.121093723119601e-19,<array len=36>
1765492309.1759386,4,8000000,odom,base_link,-7.818764226990236e-19,2.775765963523189e-37,0.0,0.0,0.0,-2.01405295172692e-19,1.0,<array len=36>,-1.0821355084572231e-18,0.0,0.0,0.0,0.0,-5.71930769695857e-20,<array len=36>
1765492309.2030666,4,29000000,odom,base_link,-8.071021477061043e-19,2.878765418296537e-37,0.0,0.0,0.0,-2.069058821846933e-19,1.0,<array len=36>,-1.0517481346669147e-18,0.0,0.0,0.0,0.0,1.0056641658010944e-20,<array len=36>
1765492309.222655,4,50000000,odom,base_link,-8.087624250011673e-19,2.885667770055042e-37,0.0,0.0,0.0,-2.0882899409352066e-19,1.0,<array len=36>,-7.895169236193281e-19,0.0,0.0,0.0,0.0,-8.271644357711496e-20,<array len=36>
1765492309.2437823,4,71000000,odom,base_link,-8.2595900927966e-19,2.9596188554569337e-37,0.0,0.0,0.0,-2.212045765521361e-19,1.0,<array len=36>,-8.18666672274241e-19,0.0,0.0,0.0,0.0,-3.120424382968265e-19,<array len=36>
1765492309.2650352,4,92000000,odom,base_link,-8.257395322511725e-19,2.9586339803394563e-37,0.0,0.0,0.0,-2.2753264404198526e-19,1.0,<array len=36>,-5.140404260443769e-19,0.0,0.0,0.0,0.0,-4.785822975855794e-19,<array len=36>
1765492309.2870984,4,113000000,odom,base_link,-8.276142833143976e-19,2.9672761477765014e-37,0.0,0.0,0.0,-2.3344415477515213e-19,1.0,<array len=36>,-4.355986725273728e-19,0.0,0.0,0.0,0.0,-6.1026399242781025e-19,<array len=36>
1765492309.3075407,4,134000000,odom,base_link,-8.303022324466785e-19,2.9798192425056306e-37,0.0,0.0,0.0,-2.3319766439072978e-19,1.0,<array len=36>,-2.2095318800546903e-19,0.0,0.0,0.0,0.0,-5.007958515435502e-19,<array len=36>
1765492309.328193,4,155000000,odom,base_link,-8.671802249180987e-19,3.1503419947831964e-37,0.0,0.0,0.0,-2.2919939371843507e-19,1.0,<array len=36>,-5.5635999920887185e-19,0.0,0.0,0.0,0.0,-3.8800761190312976e-19,<array len=36>
