Timestamp,markers
1765492332.4771152,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 0, 'nanosec': 0}), 'frame_id': ''}), 'ns': '', 'id': 0, 'type': 0, 'action': 3, 'pose': OrderedDict({'position': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0}), 'orientation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})}), 'scale': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0}), 'color': OrderedDict({'r': 0.0, 'g': 0.0, 'b': 0.0, 'a': 0.0}), 'lifetime': OrderedDict({'sec': 0, 'nanosec': 0}), 'frame_locked': False, 'points': [], 'colors': [], 'texture_resource': '', 'texture': OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 0, 'nanosec': 0}), 'frame_id': ''}), 'format': '', 'data': []}), 'uv_coordinates': [], 'text': '', 'mesh_resource': '', 'mesh_file': OrderedDict({'filename': '', 'data': []}), 'mesh_use_embedded_materials': False})]"
1765492332.479244,"[OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 0, 'nanosec': 0}), 'frame_id': ''}), 'ns': '', 'id': 0, 'type': 0, 'action': 3, 'pose': OrderedDict({'position': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0}), 'orientation': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0, 'w': 1.0})}), 'scale': OrderedDict({'x': 0.0, 'y': 0.0, 'z': 0.0}), 'color': OrderedDict({'r': 0.0, 'g': 0.0, 'b': 0.0, 'a': 0.0}), 'lifetime': OrderedDict({'sec': 0, 'nanosec': 0}), 'frame_locked': False, 'points': [], 'colors': [], 'texture_resource': '', 'texture': OrderedDict({'header': OrderedDict({'stamp': OrderedDict({'sec': 0, 'nanosec': 0}), 'frame_id': ''}), 'format': '', 'data': []}), 'uv_coordinates': [], 'text': '', 'mesh_resource': '', 'mesh_file': OrderedDict({'filename': '', 'data': []}), 'mesh_use_embedded_materials': False})]"
