Timestamp,header_stamp_sec,header_stamp_nanosec,header_frame_id,info_map_load_time_sec,info_map_load_time_nanosec,info_resolution,info_width,info_height,info_origin_position_x,info_origin_position_y,info_origin_position_z,info_origin_orientation_x,info_origin_orientation_y,info_origin_orientation_z,info_origin_orientation_w,data
1765492307.2324932,2,76000000,map,0,0,0.05000000074505806,599,524,-14.963109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492307.727152,2,550000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492308.230839,3,51000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492308.7295327,3,525000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492309.2321432,4,26000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492309.7291594,4,527000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492310.232115,5,1000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492310.7345147,5,502000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492311.2360954,6,0,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492311.7363887,6,501000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492312.2400758,6,975000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492312.739936,7,452000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492313.2440684,7,977000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492313.7425609,8,475000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492314.2448292,8,976000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492314.7486587,9,450000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492315.2470672,9,951000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492315.7545033,10,452000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492316.250202,10,926000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492316.7558932,11,427000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492317.2488928,11,925000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492317.752198,12,426000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492318.2547135,12,900000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492318.7605708,13,401000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492319.262686,13,875000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492319.766347,14,400000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492320.3437605,14,625000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492320.8015265,14,901000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492321.2743814,15,276000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492321.7836232,15,702000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492322.2740567,16,101000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492322.782087,16,602000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492323.2829514,17,25000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
