Timestamp,header_stamp_sec,header_stamp_nanosec,header_frame_id,twist_linear_x,twist_linear_y,twist_linear_z,twist_angular_x,twist_angular_y,twist_angular_z
1765492332.5907412,25,872000000,base_link,0.029217327013611794,0.0,0.0,0.0,0.0,0.018527831882238388
1765492332.6496112,25,920000000,base_link,0.04861744865775108,0.0,0.0,0.0,0.0,0.025929154828190804
1765492332.690102,25,968000000,base_link,0.06362145394086838,0.0,0.0,0.0,0.0,0.04012368991971016
1765492332.7310665,26,22000000,base_link,0.0727381706237793,0.0,0.0,0.0,0.0,0.060159336775541306
1765492332.7895663,26,70000000,base_link,0.0861472338438034,0.0,0.0,0.0,0.0,0.06938420236110687
1765492332.8393056,26,121000000,base_link,0.06350847333669662,0.0,0.0,0.0,0.0,0.10777681320905685
1765492332.8793688,26,163000000,base_link,0.05040812864899635,0.0,0.0,0.0,0.0,0.14842769503593445
1765492332.9395132,26,211000000,base_link,0.03993683308362961,0.0,0.0,0.0,0.0,0.17927248775959015
1765492332.9794643,26,259000000,base_link,0.03731394186615944,0.0,0.0,0.0,0.0,0.1974467933177948
1765492333.0401027,26,310000000,base_link,0.03484201058745384,0.0,0.0,0.0,0.0,0.23354285955429077
1765492333.099821,26,358000000,base_link,0.035146284848451614,0.0,0.0,0.0,0.0,0.2573472857475281
1765492333.139882,26,406000000,base_link,0.033448029309511185,0.0,0.0,0.0,0.0,0.2834762632846832
1765492333.1800332,26,457000000,base_link,0.03931228443980217,0.0,0.0,0.0,0.0,0.3058713674545288
1765492333.2401106,26,505000000,base_link,0.051271162927150726,0.0,0.0,0.0,0.0,0.32059651613235474
1765492333.280527,26,556000000,base_link,0.060625288635492325,0.0,0.0,0.0,0.0,0.33389419317245483
1765492333.3310232,26,604000000,base_link,0.06899988651275635,0.0,0.0,0.0,0.0,0.3529622554779053
1765492333.3690128,26,649000000,base_link,0.07566557824611664,0.0,0.0,0.0,0.0,0.3690049648284912
1765492333.449837,26,697000000,base_link,0.07749554514884949,0.0,0.0,0.0,0.0,0.3809528946876526
1765492333.4911923,26,745000000,base_link,0.08184575289487839,0.0,0.0,0.0,0.0,0.39216819405555725
1765492333.529405,26,793000000,base_link,0.08605769276618958,0.0,0.0,0.0,0.0,0.4078528881072998
1765492333.5915995,26,847000000,base_link,0.09353676438331604,0.0,0.0,0.0,0.0,0.41218775510787964
1765492333.6312077,26,895000000,base_link,0.09988561272621155,0.0,0.0,0.0,0.0,0.41012153029441833
1765492333.6689441,26,943000000,base_link,0.10648110508918762,0.0,0.0,0.0,0.0,0.4110676348209381
1765492333.740118,26,994000000,base_link,0.11843608319759369,0.0,0.0,0.0,0.0,0.4174323081970215
1765492333.7690167,27,42000000,base_link,0.12993258237838745,0.0,0.0,0.0,0.0,0.42036762833595276
1765492333.8189816,27,87000000,base_link,0.1322319209575653,0.0,0.0,0.0,0.0,0.42153188586235046
1765492333.891025,27,135000000,base_link,0.1379982829093933,0.0,0.0,0.0,0.0,0.43274784088134766
1765492333.9493556,27,186000000,base_link,0.14410369098186493,0.0,0.0,0.0,0.0,0.43552327156066895
1765492333.9894385,27,234000000,base_link,0.15101373195648193,0.0,0.0,0.0,0.0,0.43594232201576233
1765492334.0298507,27,279000000,base_link,0.16196510195732117,0.0,0.0,0.0,0.0,0.4360876977443695
1765492334.0919619,27,330000000,base_link,0.17047254741191864,0.0,0.0,0.0,0.0,0.4274187386035919
1765492334.1293128,27,381000000,base_link,0.18191686272621155,0.0,0.0,0.0,0.0,0.43538594245910645
1765492334.1697989,27,426000000,base_link,0.19954298436641693,0.0,0.0,0.0,0.0,0.4372902512550354
1765492334.2301352,27,474000000,base_link,0.21116898953914642,0.0,0.0,0.0,0.0,0.431250661611557
1765492334.2697446,27,528000000,base_link,0.22659540176391602,0.0,0.0,0.0,0.0,0.417720764875412
1765492334.3295784,27,576000000,base_link,0.23981522023677826,0.0,0.0,0.0,0.0,0.4217429459095001
1765492334.4001637,27,627000000,base_link,0.2578482925891876,0.0,0.0,0.0,0.0,0.42152804136276245
1765492334.4400158,27,675000000,base_link,0.2700960040092468,0.0,0.0,0.0,0.0,0.41159629821777344
1765492334.4797184,27,717000000,base_link,0.28539180755615234,0.0,0.0,0.0,0.0,0.41560834646224976
1765492334.5398984,27,765000000,base_link,0.3019348978996277,0.0,0.0,0.0,0.0,0.39892879128456116
1765492334.58037,27,816000000,base_link,0.32071030139923096,0.0,0.0,0.0,0.0,0.39184874296188354
1765492334.6189625,27,864000000,base_link,0.33357712626457214,0.0,0.0,0.0,0.0,0.37717217206954956
1765492334.6901767,27,915000000,base_link,0.3438011705875397,0.0,0.0,0.0,0.0,0.3658892810344696
1765492334.7497735,27,960000000,base_link,0.35727736353874207,0.0,0.0,0.0,0.0,0.35461702942848206
1765492334.7904744,28,14000000,base_link,0.3702867925167084,0.0,0.0,0.0,0.0,0.3468119204044342
1765492334.849899,28,59000000,base_link,0.37653079628944397,0.0,0.0,0.0,0.0,0.3301275968551636
1765492334.8910549,28,107000000,base_link,0.38862231373786926,0.0,0.0,0.0,0.0,0.31732386350631714
1765492334.9329295,28,158000000,base_link,0.399920791387558,0.0,0.0,0.0,0.0,0.30192914605140686
1765492334.9797914,28,200000000,base_link,0.4052252471446991,0.0,0.0,0.0,0.0,0.34176599979400635
1765492335.039181,28,251000000,base_link,0.41875505447387695,0.0,0.0,0.0,0.0,0.3111419379711151
1765492335.0797927,28,299000000,base_link,0.42909765243530273,0.0,0.0,0.0,0.0,0.299430251121521
1765492335.1191595,28,347000000,base_link,0.4397488236427307,0.0,0.0,0.0,0.0,0.2751432955265045
1765492335.2002048,28,398000000,base_link,0.4460914433002472,0.0,0.0,0.0,0.0,0.2579687833786011
1765492335.2393572,28,449000000,base_link,0.4532661736011505,0.0,0.0,0.0,0.0,0.24470773339271545
1765492335.2810128,28,497000000,base_link,0.4620361626148224,0.0,0.0,0.0,0.0,0.2300611138343811
1765492335.3395686,28,545000000,base_link,0.47036850452423096,0.0,0.0,0.0,0.0,0.2168087512254715
1765492335.380369,28,593000000,base_link,0.4746744632720947,0.0,0.0,0.0,0.0,0.20225009322166443
1765492335.4291282,28,644000000,base_link,0.4871724247932434,0.0,0.0,0.0,0.0,0.1812298595905304
1765492335.4692206,28,692000000,base_link,0.4939350485801697,0.0,0.0,0.0,0.0,0.1743878275156021
1765492335.529313,28,734000000,base_link,0.49872511625289917,0.0,0.0,0.0,0.0,0.22653475403785706
1765492335.5690932,28,785000000,base_link,0.5005833506584167,0.0,0.0,0.0,0.0,0.22111955285072327
1765492335.6291811,28,836000000,base_link,0.5005725622177124,0.0,0.0,0.0,0.0,0.20596985518932343
1765492335.6894984,28,884000000,base_link,0.5002478957176208,0.0,0.0,0.0,0.0,0.1982051134109497
1765492335.7300694,28,932000000,base_link,0.5000235438346863,0.0,0.0,0.0,0.0,0.19704602658748627
1765492335.8006299,28,986000000,base_link,0.49996691942214966,0.0,0.0,0.0,0.0,0.19974401593208313
1765492335.8394854,29,31000000,base_link,0.4992949962615967,0.0,0.0,0.0,0.0,0.1904626488685608
1765492335.8793619,29,79000000,base_link,0.49987679719924927,0.0,0.0,0.0,0.0,0.1762462556362152
1765492335.9416444,29,130000000,base_link,0.499939501285553,0.0,0.0,0.0,0.0,0.1681623011827469
1765492335.9791749,29,178000000,base_link,0.5000463724136353,0.0,0.0,0.0,0.0,0.15867066383361816
1765492336.0416374,29,229000000,base_link,0.5001253485679626,0.0,0.0,0.0,0.0,0.15967446565628052
1765492336.0798783,29,274000000,base_link,0.5000295042991638,0.0,0.0,0.0,0.0,0.07939101755619049
1765492336.1398315,29,322000000,base_link,0.5000083446502686,0.0,0.0,0.0,0.0,0.04546397924423218
1765492336.1901455,29,370000000,base_link,0.49780601263046265,0.0,0.0,0.0,0.0,0.011687242425978184
1765492336.2294548,29,421000000,base_link,0.4994240403175354,0.0,0.0,0.0,0.0,-0.005910877138376236
1765492336.2894418,29,472000000,base_link,0.49976903200149536,0.0,0.0,0.0,0.0,-0.026615530252456665
1765492336.3301294,29,523000000,base_link,0.5005528330802917,0.0,0.0,0.0,0.0,-0.04842928797006607
1765492336.3690214,29,568000000,base_link,0.5001317262649536,0.0,0.0,0.0,0.0,-0.059246256947517395
1765492336.4290926,29,616000000,base_link,0.49890291690826416,0.0,0.0,0.0,0.0,-0.07061172276735306
1765492336.4892323,29,667000000,base_link,0.49977248907089233,0.0,0.0,0.0,0.0,-0.08563407510519028
1765492336.5291295,29,715000000,base_link,0.4985389709472656,0.0,0.0,0.0,0.0,-0.09826216101646423
1765492336.5993705,29,769000000,base_link,0.4980171322822571,0.0,0.0,0.0,0.0,-0.10146241635084152
1765492336.6393101,29,811000000,base_link,0.49959737062454224,0.0,0.0,0.0,0.0,-0.09126543998718262
1765492336.66899,29,859000000,base_link,0.49994462728500366,0.0,0.0,0.0,0.0,-0.09304855018854141
1765492336.7400715,29,910000000,base_link,0.5001464486122131,0.0,0.0,0.0,0.0,-0.09801311045885086
1765492336.7802358,29,958000000,base_link,0.5000579357147217,0.0,0.0,0.0,0.0,-0.09837465733289719
1765492336.819231,30,9000000,base_link,0.5000236630439758,0.0,0.0,0.0,0.0,-0.09673385322093964
1765492336.900283,30,57000000,base_link,0.49989718198776245,0.0,0.0,0.0,0.0,-0.09841462224721909
1765492336.9397202,30,105000000,base_link,0.49997878074645996,0.0,0.0,0.0,0.0,-0.08650248497724533
1765492336.9794822,30,153000000,base_link,0.4995570480823517,0.0,0.0,0.0,0.0,-0.08334530889987946
1765492337.0392454,30,204000000,base_link,0.49993330240249634,0.0,0.0,0.0,0.0,-0.0818573385477066
1765492337.091503,30,252000000,base_link,0.49996381998062134,0.0,0.0,0.0,0.0,-0.04649367555975914
1765492337.1301785,30,303000000,base_link,0.5000301003456116,0.0,0.0,0.0,0.0,-0.037784282118082047
1765492337.1688807,30,345000000,base_link,0.500025749206543,0.0,0.0,0.0,0.0,-0.02835005149245262
1765492337.2294319,30,396000000,base_link,0.5000094771385193,0.0,0.0,0.0,0.0,-0.019321119412779808
1765492337.280475,30,444000000,base_link,0.5000004172325134,0.0,0.0,0.0,0.0,-0.010054061189293861
1765492337.339374,30,495000000,base_link,0.4999982714653015,0.0,0.0,0.0,0.0,0.0044526830315589905
1765492337.3999655,30,540000000,base_link,0.4998213052749634,0.0,0.0,0.0,0.0,0.006248373072594404
1765492337.4397104,30,588000000,base_link,0.4999696612358093,0.0,0.0,0.0,0.0,0.012461241334676743
1765492337.4802918,30,636000000,base_link,0.49871474504470825,0.0,0.0,0.0,0.0,0.023210758343338966
1765492337.5398278,30,687000000,base_link,0.49979740381240845,0.0,0.0,0.0,0.0,0.03396373987197876
1765492337.5801446,30,735000000,base_link,0.49989062547683716,0.0,0.0,0.0,0.0,0.03211706876754761
1765492337.6196835,30,786000000,base_link,0.5000861287117004,0.0,0.0,0.0,0.0,0.03436142951250076
1765492337.690328,30,834000000,base_link,0.500026285648346,0.0,0.0,0.0,0.0,0.029057852923870087
1765492337.7193325,30,879000000,base_link,0.49988967180252075,0.0,0.0,0.0,0.0,0.03075793944299221
1765492337.7921283,30,930000000,base_link,0.49997514486312866,0.0,0.0,0.0,0.0,0.024378158152103424
