Timestamp,header_stamp_sec,header_stamp_nanosec,header_frame_id,info_map_load_time_sec,info_map_load_time_nanosec,info_resolution,info_width,info_height,info_origin_position_x,info_origin_position_y,info_origin_position_z,info_origin_orientation_x,info_origin_orientation_y,info_origin_orientation_z,info_origin_orientation_w,data
1765492307.2324932,2,76000000,map,0,0,0.05000000074505806,599,524,-14.963109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492307.727152,2,550000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492308.230839,3,51000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492308.7295327,3,525000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492309.2321432,4,26000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492309.7291594,4,527000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492310.232115,5,1000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492310.7345147,5,502000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492311.2360954,6,0,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492311.7363887,6,501000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492312.2400758,6,975000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492312.739936,7,452000000,map,0,0,0.05000000074505806,599,524,-14.973109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492313.2440684,7,977000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492313.7425609,8,475000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
1765492314.2448292,8,976000000,map,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0,<array len=313876>
