Timestamp,map_load_time_sec,map_load_time_nanosec,resolution,width,height,origin_position_x,origin_position_y,origin_position_z,origin_orientation_x,origin_orientation_y,origin_orientation_z,origin_orientation_w
1765492317.2489202,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492317.752219,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492318.2547379,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492318.7605875,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492319.262707,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492319.7669318,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492320.3437793,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492320.8015435,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492321.2743986,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492321.783641,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492322.2740798,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492322.7821655,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492323.2829702,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492323.7811153,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492324.2776344,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492324.7751925,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492325.2871962,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492325.8609855,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492326.2912514,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492326.7852867,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492327.2872899,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492327.7860885,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492328.2953846,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492328.7878556,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492329.2908294,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492329.7985241,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492330.2929263,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492330.7988722,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492331.298237,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492331.793771,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492332.3163402,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492332.8074496,0,0,0.05000000074505806,599,524,-14.983109099512765,-9.077854593036472,0.0,0.0,0.0,0.0,1.0
1765492333.3058026,0,0,0.05000000074505806,599,524,-14.992565288742528,-9.08245769774271,0.0,0.0,0.0,0.0,1.0
1765492333.8007298,0,0,0.05000000074505806,600,524,-15.000750576026851,-9.08245769774271,0.0,0.0,0.0,0.0,1.0
1765492334.308396,0,0,0.05000000074505806,600,524,-15.000750576026851,-9.08245769774271,0.0,0.0,0.0,0.0,1.0
1765492334.8030255,0,0,0.05000000074505806,600,526,-15.000769120454997,-9.180860015881393,0.0,0.0,0.0,0.0,1.0
1765492335.3148654,0,0,0.05000000074505806,600,527,-15.000769120454997,-9.253166075436496,0.0,0.0,0.0,0.0,1.0
1765492335.8139486,0,0,0.05000000074505806,600,603,-15.000769120454997,-13.061306069234035,0.0,0.0,0.0,0.0,1.0
1765492336.31811,0,0,0.05000000074505806,600,690,-15.000769120454997,-17.393014077038835,0.0,0.0,0.0,0.0,1.0
1765492336.8096037,0,0,0.05000000074505806,600,690,-15.000769120454997,-17.393014077038835,0.0,0.0,0.0,0.0,1.0
1765492337.3134553,0,0,0.05000000074505806,600,690,-15.000769120454997,-17.393014077038835,0.0,0.0,0.0,0.0,1.0
1765492337.813343,0,0,0.05000000074505806,600,690,-15.000769120454997,-17.393014077038835,0.0,0.0,0.0,0.0,1.0
1765492338.3230321,0,0,0.05000000074505806,600,713,-15.000769120454997,-18.556704979635548,0.0,0.0,0.0,0.0,1.0
1765492338.8256817,0,0,0.05000000074505806,600,713,-15.007605136642795,-18.556704979635548,0.0,0.0,0.0,0.0,1.0
1765492339.3433359,0,0,0.05000000074505806,600,713,-15.007605136642795,-18.556704979635548,0.0,0.0,0.0,0.0,1.0
1765492339.837938,0,0,0.05000000074505806,600,713,-15.007605136642795,-18.556704979635548,0.0,0.0,0.0,0.0,1.0
1765492340.3231354,0,0,0.05000000074505806,600,713,-15.008342246109345,-18.556704979635548,0.0,0.0,0.0,0.0,1.0
1765492340.837048,0,0,0.05000000074505806,600,713,-15.009100547816411,-18.556704979635548,0.0,0.0,0.0,0.0,1.0
1765492341.3344731,0,0,0.05000000074505806,600,713,-15.009100547816411,-18.556704979635548,0.0,0.0,0.0,0.0,1.0
1765492341.8350632,0,0,0.05000000074505806,600,713,-15.009100547816411,-18.556704979635548,0.0,0.0,0.0,0.0,1.0
1765492342.330306,0,0,0.05000000074505806,600,713,-15.009100547816411,-18.556704979635548,0.0,0.0,0.0,0.0,1.0
